id,host_id,neighbourhood,latitude,longitude,room_type,price,distance_to_center,zone
800757549055235800,31843825,BUENOS AIRES - VENEZIA,45.47685771059196,9.217965904754822,Entire home/apt,90,2.56,2
800806923473528600,106056846,SARPI,45.48107419999999,9.1711028,Entire home/apt,181,2.42,2
801127406054186e3,2504885,TORTONA,45.45827308269233,9.163308286488602,Entire home/apt,140,2.23,2
801136351890576100,54050937,GALLARATESE,45.49500399999999,9.1285278,Entire home/apt,128,5.93,4
801186082551637800,376246294,PAGANO,45.47713562928663,9.163012001608363,Entire home/apt,280,2.59,2
801234157550906e3,488617758,SELINUNTE,45.468183118055805,9.13162142401691,Entire home/apt,162,4.62,4
80124167202585e4,223705601,BANDE NERE,45.46441155668097,9.134620704655172,Entire home/apt,195,4.37,3
801242685927696600,179097159,NIGUARDA - CA' GRANDA,45.52157818339393,9.208894482544828,Private room,60,6.55,5
801296683736952800,495320860,SELINUNTE,45.47176117943259,9.14299948005113,Entire home/apt,103,3.81,3
801375714184983400,153840654,GRECO,45.5018695204472,9.210249859915342,Entire home/apt,96,4.47,3
801451524144467500,133064942,NAVIGLI,45.45178,9.177319,Entire home/apt,189,1.73,2
801498573454528400,477234842,UMBRIA - MOLISE,45.45004774952568,9.214618298439126,Entire home/apt,276,2.45,2
801506433234736400,323374389,ISOLA,45.496348902357745,9.185881912708282,Entire home/apt,183,3.6,3
801552911778295300,73352434,NAVIGLI,45.450993871380746,9.171681876721175,Entire home/apt,137,2.08,2
801561211842141400,182418907,S. CRISTOFORO,45.43798486260911,9.155067048981662,Entire home/apt,106,4.02,3
801806161582617200,33916104,PADOVA,45.50299046316432,9.242202669177216,Entire home/apt,51,5.91,4
801848585290810800,33015462,PADOVA,45.50428501610884,9.234664935478133,Entire home/apt,64,5.64,4
801867908098791800,477818904,BRERA,45.4738275,9.1836232,Entire home/apt,189,1.2,1
801868133121610800,251366051,PARCO SEMPIONE,45.4748741,9.1711873,Entire home/apt,180,1.92,2
801880700753624400,36802012,LODI - CORVETTO,45.445218576449605,9.21326794781442,Entire home/apt,78,2.76,2
801906277459850900,200085948,GUASTALLA,45.45720464993442,9.19414981468046,Entire home/apt,128,0.83,1
801935202525414800,424272414,ORTOMERCATO,45.4535396,9.2260767,Entire home/apt,300,3.02,3
802013544903601200,1363130,PORTA ROMANA,45.4537798,9.204639,Entire home/apt,120,1.6,2
802025325486602e3,18593362,BANDE NERE,45.45991,9.13401,Entire home/apt,70,4.44,3
802094187881269600,16816005,LORETO,45.4913401,9.215455300000002,Entire home/apt,160,3.59,3
802141126433919700,36704671,S. SIRO,45.479443278357735,9.14038592937213,Private room,147,4.27,3
802146153472855e3,112286828,EX OM - MORIVIONE,45.4394331,9.1958978,Entire home/apt,250,2.79,2
802242094936479400,165752330,RIPAMONTI,45.425747,9.2111095,Shared room,35,4.57,4
802282777615401300,136848478,GHISOLFA,45.49408398293079,9.161023837434367,Entire home/apt,160,4.05,3
802588629011140600,17803207,NAVIGLI,45.446648302137426,9.176581715344255,Private room,87,2.24,2
802590103958054700,31679445,MACIACHINI - MAGGIOLINA,45.502611296940394,9.193095693861906,Entire home/apt,149,4.28,3
802716309438804e3,59570068,SARPI,45.4809955,9.1774088,Entire home/apt,886,2.13,2
802720983763277300,136393077,PADOVA,45.502526900000014,9.234470788360598,Entire home/apt,77,5.47,4
802725633403942e3,495672764,TIBALDI,45.44059793076835,9.173305744180317,Entire home/apt,106,2.95,2
802742675418798700,495644500,TICINESE,45.45661923033078,9.180986696220907,Entire home/apt,850,1.13,1
802746649927157200,4507176,PADOVA,45.5085233,9.251621,Entire home/apt,96,6.86,5
802746874406609700,260758758,CITTA' STUDI,45.48593,9.22415,Entire home/apt,191,3.57,3
802748392719586400,9025189,EX OM - MORIVIONE,45.4380312265152,9.199985406806745,Entire home/apt,100,3,2
802769521446298e3,491650961,GUASTALLA,45.4614705,9.1986029,Entire home/apt,150,0.7,1
802772299866017900,446776885,PAGANO,45.46774230618739,9.162423537790758,Entire home/apt,145,2.23,2
802790398170420900,7515169,DERGANO,45.505041950392005,9.17670706644016,Entire home/apt,359,4.67,4
802810499114127700,495644500,TICINESE,45.4569516,9.1801038,Entire home/apt,140,1.15,1
802844462457415400,33480144,PORTA ROMANA,45.4525180934928,9.203842945907573,Entire home/apt,82,1.66,2
802845378357072e3,22680537,LORETO,45.4869112737486,9.219081729807552,Entire home/apt,145,3.37,3
802863965475793200,44670950,LORETO,45.49596225131279,9.21602092708518,Private room,52,4.06,3
802968964162740400,247912254,STADERA,45.434862,9.1799355,Entire home/apt,193,3.37,3
803327023795958700,230140176,ISOLA,45.49163979999999,9.1890703,Entire home/apt,114,3.06,3
803343365020127e3,59426118,CENTRALE,45.49271924102383,9.207439497813327,Entire home/apt,127,3.44,3
803348926826700200,25364467,BRERA,45.480592013875146,9.184525187693142,Entire home/apt,206,1.89,2
803361994938000800,429536165,BUENOS AIRES - VENEZIA,45.4727993,9.2110099,Entire home/apt,136,1.86,2
803421518913539e3,401512439,VILLAPIZZONE,45.4964494,9.14407,Entire home/apt,106,5.11,4
803425907431974300,495838087,DUOMO,45.46601684654932,9.197613432137016,Entire home/apt,280,0.59,1
803470161786544300,494482380,BUENOS AIRES - VENEZIA,45.47032410000001,9.2149956,Entire home/apt,440,2.03,2
803484015320120400,393811744,UMBRIA - MOLISE,45.45681911096519,9.217048879357776,Entire home/apt,172,2.22,2
803518200975248400,162367724,AFFORI,45.515625987289965,9.16870441522934,Entire home/apt,90,5.97,4
803520144983411500,31448030,SCALO ROMANA,45.43746635621034,9.213477741110667,Entire home/apt,127,3.47,3
803544511642695800,31448030,SCALO ROMANA,45.436134493913386,9.21207661654572,Entire home/apt,121,3.55,3
803555751714324200,13186758,VILLAPIZZONE,45.4938568,9.1358197,Entire home/apt,95,5.4,4
803639960553792400,95727775,MAGENTA - S. VITTORE,45.458870130318495,9.171660995058522,Private room,60,1.59,2
803746738514929300,4365080,MAGENTA - S. VITTORE,45.4711314,9.1668795,Entire home/apt,143,2,2
803774548071911800,4365080,RIPAMONTI,45.4363946,9.2051773,Entire home/apt,101,3.3,3
803974766369777200,422312255,SARPI,45.481921657106874,9.16576830113257,Private room,70,2.76,2
804038085938005400,9025189,CENTRALE,45.479344364722394,9.200318520943275,Entire home/apt,140,1.85,2
804059085786314100,26725158,GUASTALLA,45.4619046,9.2043833,Entire home/apt,380,1.11,1
804118320260996500,164492367,LORETO,45.4899812,9.2175653,Entire home/apt,91,3.56,3
804122376161192300,494457983,XXII MARZO,45.46245947524838,9.207748633729532,Private room,179,1.36,1
804219153051788300,383957952,MECENATE,45.45255356214092,9.242458279834716,Entire home/apt,82,4.25,3
804253859055036300,78884341,VILLAPIZZONE,45.49485584887709,9.142457284033298,Entire home/apt,89,5.07,4
804258979662802300,39237204,UMBRIA - MOLISE,45.45336082848243,9.216012295983488,Entire home/apt,158,2.32,2
804451245106466700,1875788,CITTA' STUDI,45.46991327899092,9.227302795416708,Private room,95,2.94,2
804458362793395100,38635498,CITTA' STUDI,45.473700357519505,9.2322780408501,Private room,49,3.42,3
804462791164316900,269970899,TICINESE,45.450032031730146,9.178741143155523,Private room,62,1.83,2
804690182660545300,69411512,LORETO,45.486876,9.2347799,Entire home/apt,110,4.28,3
804838257084274300,496150465,PORTA ROMANA,45.4499289,9.202049,Entire home/apt,129,1.82,2
804898658864693400,491631474,AFFORI,45.516726,9.1687412,Private room,22,6.09,5
804901025297411300,5390093,UMBRIA - MOLISE,45.451430171704715,9.22239908095091,Entire home/apt,81,2.86,2
804901830194796500,14743308,SARPI,45.47958707016715,9.176162476273968,Entire home/apt,104,2.05,2
804911972539279600,429675648,QUARTO CAGNINO,45.4743998,9.1161066,Entire home/apt,108,5.92,4
804953077115276200,494978190,CENTRALE,45.489250300666946,9.203929112414684,Entire home/apt,100,2.98,2
804962887306281300,2061669,FORZE ARMATE,45.4556517,9.1057662,Private room,65,6.69,5
804992081697040500,456735774,SARPI,45.4816763,9.1805677,Entire home/apt,110,2.1,2
805002870623637500,46548950,ISOLA,45.49586690756299,9.185298670809177,Private room,55,3.55,3
805019639830642800,15006415,MACIACHINI - MAGGIOLINA,45.50358025814007,9.187179272963434,Entire home/apt,118,4.39,3
805042801759608800,496211407,BANDE NERE,45.45974350179218,9.135033074693334,Private room,65,4.36,3
805047763669264600,247912254,AFFORI,45.5159034,9.1715726,Entire home/apt,136,5.94,4
805070732913074e3,438309141,GUASTALLA,45.4615399,9.2056553,Entire home/apt,214,1.21,1
805101110057602200,105333827,ISOLA,45.48769237653465,9.188708221201544,Entire home/apt,110,2.62,2
805108376550848500,138799580,TICINESE,45.4524894,9.1827764,Entire home/apt,130,1.44,1
805470004028436e3,496324018,BOVISA,45.5014637,9.1680109,Entire home/apt,111,4.51,4
805476636708601900,385121326,PARCO LAMBRO - CIMIANO,45.49571992101234,9.237353760483169,Entire home/apt,495,5.07,4
805483117796165600,496325916,PARCO LAMBRO - CIMIANO,45.4875407353012,9.238518820195369,Entire home/apt,80,4.56,4
805496899637722e3,351493784,BRERA,45.4731799588007,9.187753014016735,Entire home/apt,159,1.02,1
805506288365894800,252392834,CITTA' STUDI,45.48536559999999,9.2320287,Entire home/apt,211,4,3
805543199029331800,425278746,NAVIGLI,45.455702869454726,9.173336529107743,Entire home/apt,103,1.64,2
805553348018988700,35786333,SARPI,45.4834442,9.169012000000002,Entire home/apt,120,2.72,2
805563112521382100,130710938,LORETO,45.49269737024517,9.21698913418079,Entire home/apt,130,3.79,3
805565675527006500,6573040,S. CRISTOFORO,45.4457068,9.1524062,Entire home/apt,60,3.62,3
805567945906516700,5103933,LORETO,45.49516677555575,9.220127108808684,Entire home/apt,180,4.15,3
805570476961359100,175849257,CITTA' STUDI,45.4699262,9.2348524,Entire home/apt,209,3.52,3
805580973789948400,106056846,CENTRALE,45.4930529,9.2061123,Entire home/apt,167,3.44,3
805583543177139200,151892561,VIGENTINA,45.4526687,9.1945447,Entire home/apt,160,1.32,1
805632344334180600,442968549,BRERA,45.4715297,9.1846804,Entire home/apt,136,0.94,1
805690122705994200,17023800,SARPI,45.4790382,9.1743699,Entire home/apt,110,2.08,2
805706286255047600,2922743,ISOLA,45.4875104,9.1897471,Entire home/apt,200,2.6,2
805711030059809e3,27693585,CENTRALE,45.4912708,9.2047616,Entire home/apt,137,3.21,3
805731786576415900,147753790,VILLAPIZZONE,45.49168363714237,9.152100120310388,Entire home/apt,98,4.29,3
805746615706211e3,4015119,MAGENTA - S. VITTORE,45.4597383,9.165633,Entire home/apt,123,2.01,2
805747681371818900,21069023,BUENOS AIRES - VENEZIA,45.4696346,9.2187025,Entire home/apt,110,2.28,2
805808986495420900,428209007,LODI - CORVETTO,45.44211,9.2169,Entire home/apt,71,3.2,3
805825646749122200,147906913,DERGANO,45.497529456366735,9.183654264247808,Entire home/apt,120,3.75,3
805835064330491300,9325746,BOVISA,45.5023004,9.1632595,Entire home/apt,67,4.75,4
805894138704623100,77570749,BUENOS AIRES - VENEZIA,45.47252388915786,9.209221219346036,Entire home/apt,400,1.73,2
805905198864941800,10521640,SELINUNTE,45.4673817,9.1434367,Entire home/apt,88,3.7,3
805914719684878700,37413451,MACIACHINI - MAGGIOLINA,45.49207986501938,9.202307604775871,Entire home/apt,250,3.24,3
805927379271827100,496453417,WASHINGTON,45.456951117119345,9.152390844347172,Entire home/apt,133,3.09,3
806226159408968600,458188451,TICINESE,45.4471826,9.1786966,Entire home/apt,155,2.11,2
806232042858904300,494819077,VIGENTINA,45.45136158243143,9.191565997328958,Entire home/apt,100,1.43,1
806235645785639600,26747484,PAGANO,45.47267,9.16765,Entire home/apt,187,2.02,2
806242299081106e3,5047682,BRERA,45.4777732,9.1850167,Entire home/apt,501,1.57,2
806274707652876200,207969656,SARPI,45.4834421,9.1702994,Entire home/apt,186,2.66,2
806275076703902500,3981376,BUENOS AIRES - VENEZIA,45.47766014232778,9.205872467567794,Entire home/apt,153,1.92,2
806279829498987800,179918405,QUARTO CAGNINO,45.4729791236269,9.115257775617202,Entire home/apt,192,5.96,4
806355149510297300,2922743,CITTA' STUDI,45.48182629999999,9.2238451,Entire home/apt,170,3.26,3
806369438634350600,496547620,GARIBALDI REPUBBLICA,45.4841469,9.1971929,Entire home/apt,136,2.28,2
806369759522134500,36788421,XXII MARZO,45.4598759,9.2110214,Entire home/apt,143,1.67,2
806387751586976800,63191555,VIGENTINA,45.45133077642641,9.193059762456471,Entire home/apt,145,1.44,1
806416088599545600,401843367,BUENOS AIRES - VENEZIA,45.48374001106096,9.21820142680253,Entire home/apt,147,3.06,3
806447216178893e3,32104465,UMBRIA - MOLISE,45.44831,9.21948,Entire home/apt,180,2.87,2
806450520063616500,496572291,DE ANGELI - MONTE ROSA,45.471374,9.1502915,Entire home/apt,790,3.24,3
80646170930993e4,201749268,CORSICA,45.46347301275452,9.22603857301635,Entire home/apt,100,2.77,2
806468219817785200,6518203,LODI - CORVETTO,45.43942,9.22443,Entire home/apt,65,3.82,3
806481647054235900,496582255,PARCO LAMBRO - CIMIANO,45.48731082051791,9.24155442883607,Entire home/apt,186,4.74,4
8.0649655853908006e+17,394295404,XXII MARZO,45.46620859955923,9.208798035979273,Entire home/apt,124,1.44,1
806507258418730200,4365080,NAVIGLI,45.4481989,9.1588095,Entire home/apt,100,3.05,3
806521616800783700,496150465,BUENOS AIRES - VENEZIA,45.4687119,9.2235246,Entire home/apt,114,2.62,2
806557526687480700,496427951,VILLAPIZZONE,45.49185387615181,9.1486920459855,Entire home/apt,121,4.49,3
806577302451727400,2259744,DERGANO,45.49766,9.18453,Entire home/apt,98,3.76,3
806606484596899e3,496622231,DUOMO,45.46464595406509,9.18777099918266,Entire home/apt,182,0.22,1
806927011289656700,496692591,S. SIRO,45.47849,9.11724,Entire home/apt,81,5.94,4
806959725855288700,11857980,SARPI,45.4777581,9.173463900000002,Entire home/apt,180,2.02,2
80699341266745e4,174590119,DUOMO,45.46093392068121,9.186612890737372,Entire home/apt,466,0.48,1
807035793866725100,491982271,FORZE ARMATE,45.45884516392868,9.103110298764312,Entire home/apt,109,6.85,5
807036977023730600,43694935,GIAMBELLINO,45.4519272,9.1532068,Entire home/apt,237,3.22,3
807049575516564600,364850133,CENTRALE,45.48748185382627,9.210459823740086,Entire home/apt,95,3.02,3
807099851148213e3,82290057,RONCHETTO SUL NAVIGLIO,45.43873813038318,9.13968793619411,Private room,51,4.88,4
807101527859406100,10204992,MACIACHINI - MAGGIOLINA,45.49322614164769,9.19530163491821,Entire home/apt,153,3.25,3
807103924825462400,230140176,LAMBRATE,45.48335129820168,9.245617296605053,Entire home/apt,99,4.8,4
807127031506392300,174590119,GUASTALLA,45.462216075689575,9.19904699728144,Entire home/apt,280,0.7,1
807127051788256300,13879361,BOVISA,45.5032338,9.162019,Entire home/apt,90,4.88,4
807127649088842900,495194676,WASHINGTON,45.4564757,9.152283,Entire home/apt,71,3.11,3
807168351889198800,227251328,ISOLA,45.4944116608434,9.183130972087383,Entire home/apt,149,3.41,3
807218470977796200,106056846,VIGENTINA,45.4500663,9.1967038,Entire home/apt,143,1.64,2
807273488262306e3,9025189,GUASTALLA,45.46157385555293,9.202788321850008,Entire home/apt,100,1,1
807310035434724e3,31278794,DUOMO,45.4628843,9.1868186,Entire home/apt,207,0.33,1
807388533648690200,348189789,NIGUARDA - CA' GRANDA,45.51806269999999,9.1920639,Entire home/apt,109,6,4
807619315898402700,54050937,TICINESE,45.4551753,9.1752523,Entire home/apt,112,1.56,2
807731589059329300,21808938,CITTA' STUDI,45.4831,9.23526,Entire home/apt,400,4.08,3
807738875260818800,496017642,BRERA,45.4726157,9.1839327,Entire home/apt,348,1.07,1
807740363016367500,21754562,VIGENTINA,45.4525242,9.1944979,Entire home/apt,100,1.33,1
807775280414092500,66900049,DERGANO,45.503983271616434,9.17646836489439,Entire home/apt,70,4.56,4
80782644007139e4,369882829,GHISOLFA,45.48914980921529,9.164818574289392,Entire home/apt,100,3.43,3
807854486677453e3,1618490,CENTRALE,45.48003307091103,9.201127096295174,Entire home/apt,110,1.95,2
807876426091280100,21754562,BOVISA,45.5018853,9.1623426,Entire home/apt,65,4.74,4
807895420167022300,436623342,PARCO FORLANINI - ORTICA,45.46282909800549,9.2407203196348,Private room,100,3.92,3
807928008435597700,29869602,DUOMO,45.464547118867856,9.197673769065885,Entire home/apt,300,0.56,1
807979215654288800,234937703,VIALE MONZA,45.50737900217471,9.225287788976082,Entire home/apt,80,5.52,4
80800314341e7,90779527,WASHINGTON,45.45802783153923,9.15693900529399,Entire home/apt,130,2.71,2
808404105163242900,93966908,STADERA,45.42777094905937,9.171541744838834,Private room,50,4.32,3
808410945696774900,410231358,SARPI,45.4810646,9.1681527,Entire home/apt,102,2.57,2
808417633552020500,436623342,PARCO FORLANINI - ORTICA,45.4636197,9.2406016,Private room,120,3.91,3
808463578238911500,497042691,CITTA' STUDI,45.47240455275136,9.232198084655767,Entire home/apt,71,3.38,3
808476403983966500,58030794,BANDE NERE,45.46018152931871,9.1404194644753,Entire home/apt,100,3.94,3
808481685082120600,489168786,DERGANO,45.503081193839655,9.17725343923336,Entire home/apt,70,4.45,3
808522954460018400,93413917,PADOVA,45.500544823332554,9.22475771576836,Entire home/apt,120,4.85,4
808580979351701500,169300173,BOVISA,45.501646731685994,9.16607191722895,Entire home/apt,166,4.59,4
808621895444848900,497082410,UMBRIA - MOLISE,45.4555073277186,9.216760412421376,Entire home/apt,85,2.26,2
808667895377029500,243710637,DERGANO,45.49749813783433,9.182821741710756,Entire home/apt,166,3.76,3
808674625088429300,193023921,LODI - CORVETTO,45.43961843203888,9.214909215759164,Entire home/apt,160,3.33,3
808676202963160700,36324595,NAVIGLI,45.4515318,9.170987,Entire home/apt,127,2.08,2
808754303255481500,27652452,TORTONA,45.4548862,9.1663811,Entire home/apt,300,2.15,2
808786154682723700,497125712,BUENOS AIRES - VENEZIA,45.4802362,9.221553300000002,Entire home/apt,120,3.01,3
809219405459597e3,13275639,GALLARATESE,45.49306975190002,9.12263407982068,Entire home/apt,143,6.2,5
809237839516663e3,401843367,LORETO,45.487514023353,9.23366604928218,Entire home/apt,85,4.25,3
809255238295473400,329318499,DUOMO,45.45970206185203,9.1823784525633,Entire home/apt,171,0.81,1
8.0928718823480806e+17,7676513,LORETO,45.495551,9.2174881,Entire home/apt,94,4.08,3
809322424236812700,90429787,SACCO,45.52152442536961,9.131706518662869,Private room,33,7.86,6
809333982580147600,90429787,QUARTO OGGIARO,45.52132284409303,9.132069828827342,Private room,54,7.83,6
809340201414532700,497231125,DE ANGELI - MONTE ROSA,45.4743672,9.14554,Entire home/apt,140,3.69,3
809341956082285400,213728288,UMBRIA - MOLISE,45.45178,9.21577,Entire home/apt,90,2.4,2
809378029615233900,497241864,LODI - CORVETTO,45.44269296615875,9.22572021895109,Private room,70,3.64,3
809382852600581200,416540125,AFFORI,45.5160424,9.1735304,Entire home/apt,66,5.92,4
809407128394282400,11085877,UMBRIA - MOLISE,45.4511477,9.2155716,Entire home/apt,148,2.43,2
809415870146361500,7136613,ROGOREDO,45.43319352504648,9.242980884125023,Entire home/apt,79,5.35,4
809456388999916300,194779490,CITTA' STUDI,45.48049943264123,9.228162750959084,Private room,66,3.45,3
810039950007186400,497383520,NAVIGLI,45.45484372891926,9.17243497354124,Entire home/apt,249,1.76,2
810068801355073800,356699862,BUENOS AIRES - VENEZIA,45.4750247,9.2088874,Entire home/apt,92,1.87,2
810086437636506e3,327015764,LORETO,45.49537693004712,9.219557032781024,Private room,100,4.14,3
810126522962745100,61609430,UMBRIA - MOLISE,45.4550011,9.2172517,Private room,96,2.32,2
810134347938908800,4885901,BUENOS AIRES - VENEZIA,45.474224,9.2132714,Entire home/apt,150,2.1,2
810164565348384500,463015109,PADOVA,45.49827810127056,9.233156181871893,Entire home/apt,94,5.05,4
810226936984990600,67621718,GIAMBELLINO,45.44996661792944,9.15216818727182,Entire home/apt,135,3.39,3
810563847814568800,492176066,TORTONA,45.45430304791916,9.167100783467117,Entire home/apt,204,2.14,2
810565314629530500,4864243,ISOLA,45.4897434322745,9.185899801651384,Entire home/apt,140,2.87,2
810569873646878200,308109801,GUASTALLA,45.464314064626024,9.201031351200282,Entire home/apt,554,0.82,1
810577649840896300,207076474,SARPI,45.47810533217836,9.173936746972526,Entire home/apt,200,2.02,2
810578106157047200,7358453,LORETO,45.49095282484514,9.223788127561535,Private room,60,3.95,3
810611775635346e3,87250448,LODI - CORVETTO,45.43521906478023,9.225580926857118,Private room,122,4.23,3
810644875440116600,249092222,DUOMO,45.46129708284878,9.183826232900332,Entire home/apt,197,0.62,1
810654782996344800,493870863,PORTA ROMANA,45.45035680574931,9.202840763080156,Entire home/apt,98,1.81,2
810722039423923200,346808615,VILLAPIZZONE,45.49501140936855,9.137896527058803,Entire home/apt,57,5.35,4
810736674669687700,55029917,MAGENTA - S. VITTORE,45.4569683,9.1739748,Entire home/apt,131,1.52,2
810745082149958700,501162312,VILLAPIZZONE,45.4960452,9.1436611,Entire home/apt,161,5.1,4
810776244096757600,3292158,STADERA,45.43488421796743,9.17732339654817,Entire home/apt,204,3.42,3
810805274160346600,149039546,ISOLA,45.4895038,9.2005588,Entire home/apt,129,2.92,2
810833709953812700,366079769,S. CRISTOFORO,45.44251977912187,9.15474416931151,Entire home/apt,2800,3.69,3
810834609787506200,104822750,TICINESE,45.4506072,9.1861744,Private room,300,1.55,2
8.1083733913519194e+17,106135084,XXII MARZO,45.4577428,9.2067654,Entire home/apt,232,1.45,1
810850267510994600,487714498,DERGANO,45.503828084762205,9.17848016870014,Entire home/apt,68,4.51,4
810864153117819400,497597333,S. CRISTOFORO,45.44083936890164,9.155708258421924,Entire home/apt,73,3.76,3
810868747345412e3,25745987,ISOLA,45.49310914609158,9.188260696828364,Entire home/apt,90,3.22,3
810920649245107800,54050937,LORETO,45.4918281,9.2268212,Entire home/apt,113,4.18,3
810979390183328e3,88866845,NIGUARDA - CA' GRANDA,45.51071389508123,9.199948190591387,Entire home/apt,79,5.23,4
810988041934692e3,467951007,DERGANO,45.49977125084381,9.186631801200784,Entire home/apt,122,3.97,3
811019150172635600,6460757,CORSICA,45.463191554726926,9.235407521090917,Entire home/apt,95,3.5,3
811022924734721900,252338240,STADERA,45.43401526709122,9.183242025541968,Entire home/apt,129,3.41,3
811305308553566500,492176066,TORTONA,45.45431809999999,9.1669023,Entire home/apt,140,2.15,2
811364777467781600,338964464,GHISOLFA,45.48895523536895,9.168384492243645,Entire home/apt,186,3.26,3
811391080707342e3,5850292,NAVIGLI,45.45363105555951,9.172124819573972,Entire home/apt,218,1.86,2
811405181389383300,460846210,FARINI,45.4950037254047,9.17646327529598,Shared room,25,3.6,3
811418610368317300,77528505,TICINESE,45.45653308610019,9.174791070349798,Private room,213,1.5,1
811439235498299900,77220135,SCALO ROMANA,45.44334633559778,9.21062916246199,Entire home/apt,100,2.8,2
811451932371101400,9986062,BOVISA,45.5038036,9.1656963,Entire home/apt,88,4.82,4
811463811206964200,153371332,DUOMO,45.465995122235455,9.193951555794795,Entire home/apt,223,0.33,1
811466269461862100,485296107,MECENATE,45.455562,9.2484113,Entire home/apt,1000,4.62,4
811471893358026900,40265694,VIGENTINA,45.45398599337328,9.19045559886395,Entire home/apt,160,1.14,1
811476794449399700,16366171,PADOVA,45.4977458,9.2255289,Entire home/apt,98,4.63,4
811488119955706800,9986062,BOVISA,45.5038036,9.1656963,Entire home/apt,66,4.82,4
811531410721684e3,37401588,WASHINGTON,45.4662758,9.148895,Entire home/apt,106,3.26,3
811533745873363300,9025189,XXII MARZO,45.463151433227,9.211249029999973,Entire home/apt,120,1.62,2
811533965972059800,27301076,ISOLA,45.49603788370485,9.183843288360588,Entire home/apt,160,3.58,3
811537332341615100,4015119,DERGANO,45.49876520000001,9.1869613,Entire home/apt,200,3.86,3
811555475344436500,471658809,XXII MARZO,45.4655835,9.2081927,Entire home/apt,205,1.39,1
811566979444708e3,47650587,LORENTEGGIO,45.45384940822513,9.124305374961455,Entire home/apt,290,5.3,4
811602017904550100,67031603,DE ANGELI - MONTE ROSA,45.48441987886527,9.14508961308096,Entire home/apt,105,4.2,3
811602238019961600,67031603,QT 8,45.484820225858456,9.143026977075332,Entire home/apt,105,4.36,3
811637178686518900,67031603,DE ANGELI - MONTE ROSA,45.4843452627469,9.143812313136149,Entire home/apt,105,4.28,3
811638809570894e3,63191555,VILLAPIZZONE,45.49894214503822,9.150238084681224,Entire home/apt,119,4.99,4
811652913451695700,63191555,TIBALDI,45.44161566860113,9.176930600117169,Entire home/apt,198,2.73,2
811772949243808e3,99573934,LODI - CORVETTO,45.44253,9.22383,Private room,168,3.54,3
811824583488959100,27680907,BUENOS AIRES - VENEZIA,45.47735,9.20598,Entire home/apt,105,1.9,2
812052964265839200,76556384,CENTRALE,45.47750885086852,9.199011726896098,Entire home/apt,229,1.62,2
812053230882222600,76556384,BRERA,45.4775,9.19765,Entire home/apt,202,1.58,2
812061160760723e3,436155111,UMBRIA - MOLISE,45.45390202479283,9.21900166137696,Entire home/apt,95,2.5,2
812061757341727400,305441431,BUENOS AIRES - VENEZIA,45.4845984,9.2107175,Private room,200,2.76,2
812065252356230900,153371332,DUOMO,45.4652056618384,9.195943606966305,Entire home/apt,237,0.44,1
812068415320965600,153371332,DUOMO,45.46413308843416,9.195806483530038,Entire home/apt,237,0.41,1
812071043742323e3,153371332,DUOMO,45.46397592247724,9.19447646344174,Entire home/apt,234,0.31,1
812072390237757800,153371332,DUOMO,45.46414786586154,9.196026735929472,Entire home/apt,457,0.43,1
812084961113734900,227099084,MACIACHINI - MAGGIOLINA,45.4960307,9.204376,Entire home/apt,187,3.71,3
812141348061792e3,4365080,ISOLA,45.4898753,9.1838104,Entire home/apt,90,2.91,2
812177999569034900,79649017,ROGOREDO,45.43344718569229,9.243650974118127,Entire home/apt,90,5.38,4
812217694206553300,4417813,GIAMBELLINO,45.4538871,9.1501046,Entire home/apt,320,3.36,3
812220197889652500,123706494,DERGANO,45.50155515661233,9.187394701852435,Entire home/apt,80,4.17,3
812247183040093700,153371332,DUOMO,45.46516855805208,9.19604352272366,Entire home/apt,289,0.44,1
812291991362108e3,22842125,BANDE NERE,45.45849777074736,9.135758224018222,Entire home/apt,201,4.33,3
812354460615578600,65021894,CITTA' STUDI,45.46859,9.22456,Entire home/apt,193,2.7,2
812463011799768800,279713582,ISOLA,45.48942,9.18996,Entire home/apt,183,2.81,2
812468833247928600,48490328,BUENOS AIRES - VENEZIA,45.47760539999999,9.2193256,Entire home/apt,102,2.7,2
812779648048129300,16366171,AFFORI,45.5179987,9.1676946,Entire home/apt,67,6.25,5
812804366719069600,2211218,TRENNO,45.495614485673435,9.09797866739556,Entire home/apt,120,8.03,6
812828302560976900,305441431,BUENOS AIRES - VENEZIA,45.4845984,9.2107175,Private room,243,2.76,2
812828856474463200,305441431,BUENOS AIRES - VENEZIA,45.48544008444725,9.209907336843306,Private room,231,2.81,2
812829454297280500,305441431,BUENOS AIRES - VENEZIA,45.4845984,9.2107175,Private room,138,2.76,2
812830229315808800,305441431,BUENOS AIRES - VENEZIA,45.4845984,9.2107175,Private room,226,2.76,2
812830892726520600,68111408,PORTA ROMANA,45.445802911266014,9.198844434518394,Entire home/apt,80,2.15,2
812843002308963100,501162312,BUENOS AIRES - VENEZIA,45.4744523,9.2088605,Entire home/apt,160,1.83,2
812848041074828700,16366171,XXII MARZO,45.4570352,9.2120644,Entire home/apt,99,1.86,2
812872734382614300,495316865,NIGUARDA - CA' GRANDA,45.5236617,9.2058848,Entire home/apt,64,6.73,5
812880016053506600,463528305,MACIACHINI - MAGGIOLINA,45.50300104030333,9.2002347484231,Entire home/apt,76,4.39,3
